"","userID","itemID","rating","age","time","daytype","season","weather","social","endEmo","dominantEmo","mood","Count"
"14",28,19,2,26,2,1,2,1,2,7,7,2,37
"28",31,27,4,30,2,2,2,1,1,2,2,1,154
"41",37,39,4,26,4,2,3,2,1,4,2,3,16
"45",27,41,4,25,1,3,2,1,1,2,4,1,34
"46",39,1,3,30,3,1,3,5,1,2,7,1,5
"57",25,47,5,27,2,2,2,1,2,4,3,3,94
"67",42,39,4,28,4,2,2,1,2,7,4,2,36
"71",42,34,5,28,3,1,2,2,2,2,2,2,36
"80",35,65,3,30,3,1,3,1,1,2,7,1,95
"82",43,67,4,25,4,1,3,5,3,7,2,1,28
"85",33,70,4,26,3,2,3,2,1,1,1,2,86
"86",33,71,2,26,4,2,3,2,1,7,7,2,86
"88",33,73,3,26,3,2,3,2,1,7,7,2,86
"95",31,76,5,30,2,2,3,2,1,2,2,1,154
"99",37,47,4,26,4,1,3,2,2,2,4,2,16
"107",49,83,3,28,3,1,2,1,3,4,4,2,9
"115",157,89,4,27,3,2,3,2,2,7,7,2,34
"116",157,90,3,27,3,1,3,2,1,7,7,1,34
"123",50,97,4,26,4,1,3,5,1,1,1,1,102
"125",41,98,3,27,3,1,3,2,2,4,4,1,6
"131",49,104,3,28,3,1,3,5,7,7,7,2,9
"134",42,65,5,28,3,1,3,2,2,2,2,1,36
"136",50,107,1,26,4,2,3,5,5,7,2,2,102
"139",21,110,4,28,2,2,3,1,7,2,2,1,143
"140",31,110,4,30,2,2,3,1,7,2,2,1,154
"142",54,112,3,27,3,2,3,1,1,2,2,1,32
"153",56,107,3,28,4,2,3,5,1,7,7,1,6
"154",25,121,2,27,2,2,3,1,1,6,3,2,94
"168",33,125,2,26,2,2,3,1,2,7,7,1,86
"173",25,102,3,27,3,1,3,1,2,1,1,1,94
"179",48,104,4,28,3,1,3,5,3,7,2,1,60
"186",21,104,3,28,2,1,3,5,1,7,7,1,143
"198",50,39,3,26,4,2,3,5,2,7,7,1,102
"213",59,153,3,27,4,2,1,1,1,7,7,1,17
"227",21,162,4,28,3,1,3,5,1,2,2,2,143
"230",26,164,5,28,4,1,4,4,1,2,2,1,101
"233",26,65,4,28,3,2,3,5,2,2,2,2,101
"236",26,165,5,28,4,2,3,5,1,7,4,1,101
"238",26,38,3,28,3,1,3,5,2,6,7,2,101
"242",35,101,2,30,2,1,3,5,1,5,6,1,95
"243",56,167,4,28,4,1,3,5,1,7,7,2,6
"248",27,170,2,25,4,1,3,5,2,7,7,2,34
"249",28,170,2,26,3,1,3,5,2,2,2,1,37
"256",31,174,4,30,2,2,3,2,1,2,2,1,154
"258",21,83,5,28,3,2,3,5,1,7,5,1,143
"264",42,180,5,28,3,2,3,2,2,1,2,1,36
"265",42,181,5,28,3,1,3,5,2,2,2,1,36
"269",33,184,1,26,3,1,3,5,2,7,7,1,86
"272",33,176,5,26,3,2,3,2,2,2,4,1,86
"280",55,193,4,28,1,1,3,2,1,4,4,2,275
"281",55,194,4,28,1,1,3,5,1,4,2,2,275
"297",75,207,5,63,3,2,3,1,1,2,3,1,64
"301",48,68,4,28,4,2,3,1,3,7,2,1,60
"307",31,212,4,30,2,2,3,5,1,2,6,1,154
"309",15,214,3,30,3,2,3,5,2,3,3,2,168
"311",15,216,4,30,3,1,3,5,2,2,2,1,168
"312",15,99,5,30,3,1,3,5,2,2,2,2,168
"314",55,218,4,28,1,1,3,5,1,7,4,2,275
"318",35,221,3,30,4,1,3,2,1,4,3,1,95
"323",35,225,4,30,3,1,3,5,1,2,2,1,95
"325",61,124,4,28,3,1,3,5,2,7,2,1,83
"329",15,229,2,30,3,1,3,1,2,6,6,2,168
"334",79,233,4,29,3,1,3,5,2,4,3,2,6
"335",79,234,5,29,3,1,3,5,2,1,2,2,6
"336",15,235,3,30,3,1,3,1,2,7,7,2,168
"347",35,240,4,30,4,3,3,2,6,4,7,1,95
"349",35,242,4,30,3,3,3,5,1,7,7,2,95
"358",86,249,5,22,3,2,1,1,1,4,7,2,8
"359",86,250,5,22,4,3,2,1,5,7,7,1,8
"361",15,107,5,30,3,2,3,1,2,2,2,2,168
"373",55,3507,5,28,2,1,3,1,1,4,7,2,275
"380",15,74,4,30,3,2,3,2,2,1,6,2,168
"381",31,3513,2,30,2,2,3,1,1,2,2,1,154
"383",15,3514,3,30,3,2,3,2,2,7,7,2,168
"391",35,47,5,30,4,2,3,2,1,2,2,2,95
"392",89,65,2,28,4,2,3,1,3,2,2,1,16
"394",89,52,5,28,4,2,1,1,3,2,2,1,16
"395",89,180,4,28,4,2,3,2,3,2,2,1,16
"396",89,212,2,28,3,1,4,4,3,5,6,1,16
"397",20,230,4,30,3,1,3,1,7,2,2,1,5
"402",35,3522,4,30,3,1,3,2,1,2,2,2,95
"407",27,3524,3,25,2,1,3,5,6,7,1,2,34
"416",96,138,5,15,3,2,3,2,3,4,7,1,30
"417",96,3528,3,15,3,3,2,1,1,1,6,3,30
"422",96,3531,5,15,3,1,4,1,3,7,7,1,30
"425",96,3533,5,15,2,3,2,1,3,2,2,1,30
"432",96,3539,5,15,3,2,2,2,1,2,2,3,30
"436",96,3541,5,15,3,3,3,2,7,2,2,1,30
"442",100,2360,5,28,3,2,3,5,7,2,2,1,6
"445",15,3546,4,30,2,1,3,5,2,1,1,2,168
"446",55,3547,5,28,1,1,3,5,1,2,1,2,275
"450",61,16,3,28,4,2,3,1,2,5,7,1,83
"451",15,3550,3,30,3,2,3,1,2,1,1,2,168
"457",31,164,5,30,2,2,3,1,1,2,2,1,154
"468",55,3559,4,28,2,1,3,5,2,2,2,2,275
"477",33,3567,5,26,2,1,3,2,1,2,4,1,86
"488",37,3575,3,26,3,1,3,5,6,7,7,2,16
"489",37,3576,5,26,4,1,3,2,6,2,2,2,16
"493",55,3579,4,28,2,2,3,5,2,7,4,2,275
"494",55,3580,4,28,2,2,3,5,2,7,2,2,275
"496",21,3582,3,28,2,2,3,2,1,7,7,1,143
"497",21,3583,3,28,3,2,3,2,1,2,7,1,143
"510",33,3591,2,26,3,1,3,5,1,7,7,1,86
"515",55,3594,3,28,2,2,3,2,1,7,7,2,275
"521",42,86,4,28,3,1,3,2,2,2,2,1,36
"533",55,3603,3,28,3,1,3,5,1,2,2,2,275
"538",21,3607,5,28,3,1,3,5,1,2,2,1,143
"539",35,3608,4,30,4,1,3,5,1,2,2,1,95
"541",55,38,2,28,2,1,3,4,2,7,5,2,275
"552",28,3616,2,26,3,1,3,5,1,2,2,2,37
"554",21,3618,3,28,3,1,3,4,1,1,6,2,143
"555",43,3619,5,25,1,1,3,4,1,4,7,1,28
"567",55,3621,3,28,3,1,3,5,1,1,5,2,275
"575",55,49,4,28,2,2,3,1,3,2,1,2,275
"579",43,3613,5,25,3,2,3,4,1,2,2,2,28
"580",55,3627,4,28,1,1,3,5,1,4,4,2,275
"586",55,253,3,28,1,1,3,5,1,4,7,2,275
"589",26,3632,5,28,4,2,4,5,1,2,2,2,101
"599",25,3638,2,27,3,1,3,2,2,2,2,1,94
"603",25,3640,3,27,2,1,3,2,1,2,2,1,94
"606",25,3643,3,27,2,2,3,4,2,5,5,1,94
"613",55,3650,4,28,2,1,3,5,2,2,7,2,275
"614",55,3651,1,28,4,1,3,5,2,6,6,2,275
"622",54,3579,5,27,4,2,4,1,2,2,2,1,32
"623",50,3579,4,26,4,2,4,4,2,7,2,2,102
"625",21,77,4,28,4,2,4,4,2,2,2,1,143
"629",55,2523,3,28,2,1,3,5,1,7,7,2,275
"640",26,54,4,28,3,1,3,5,2,1,4,2,101
"645",26,55,3,28,3,2,3,1,2,2,2,2,101
"647",26,3665,2,28,3,1,3,5,2,7,7,1,101
"651",26,3669,1,28,3,1,2,1,2,7,7,2,101
"656",55,66,5,28,4,3,4,5,1,6,4,2,275
"663",55,3674,5,28,1,3,4,5,1,2,1,2,275
"668",25,3676,3,27,4,3,4,2,1,2,4,1,94
"669",25,3677,1,27,2,3,4,2,2,7,7,1,94
"672",27,2611,3,25,2,1,4,2,1,7,7,2,34
"680",35,3682,4,30,4,3,4,5,1,2,2,1,95
"681",61,3683,4,28,3,3,4,4,2,2,7,1,83
"682",31,3684,4,30,1,2,4,4,1,2,2,1,154
"691",55,3689,3,28,1,3,4,5,1,5,4,2,275
"692",55,3690,2,28,1,3,4,5,2,6,7,2,275
"693",55,58,2,28,1,3,4,5,2,4,5,2,275
"694",55,3691,3,28,2,3,4,5,2,7,4,2,275
"698",55,3693,4,28,4,3,4,5,1,2,4,2,275
"702",55,67,3,28,1,1,4,5,2,4,7,2,275
"705",25,52,2,27,1,3,4,5,1,2,2,1,94
"706",25,3613,4,27,1,3,4,5,1,2,2,1,94
"710",50,3649,4,26,4,2,4,4,2,7,4,2,102
"724",21,175,3,28,2,3,4,1,3,2,2,1,143
"727",33,3510,4,26,3,2,4,4,2,7,1,1,86
"732",35,3705,2,30,3,1,4,1,1,5,7,3,95
"735",112,3708,5,33,3,1,3,3,2,2,2,1,7
"741",37,3711,2,26,2,1,4,5,1,2,7,2,16
"745",43,3714,4,25,3,1,4,5,1,7,7,2,28
"754",55,3521,5,28,3,1,4,5,2,4,6,2,275
"756",55,54,2,28,4,1,4,5,2,7,6,2,275
"757",33,3720,2,26,3,1,4,5,2,7,7,2,86
"758",55,3722,5,28,2,1,4,1,1,2,4,2,275
"765",54,3725,4,27,3,3,4,5,2,2,2,1,32
"770",20,3729,5,30,3,1,4,5,1,2,1,2,5
"773",50,3731,3,26,2,2,4,1,2,2,2,1,102
"780",31,3579,5,30,3,2,4,1,1,2,4,1,154
"785",55,3737,3,28,2,2,4,5,1,7,6,2,275
"792",35,3625,4,30,3,1,4,5,1,2,2,1,95
"796",15,3745,4,30,3,3,4,1,2,2,2,2,168
"802",55,3749,3,28,2,1,4,5,1,7,4,2,275
"808",35,248,5,30,4,2,4,1,7,2,2,1,95
"810",125,3754,3,23,4,1,4,5,7,7,2,1,65
"813",55,3755,4,28,2,1,4,2,2,7,4,2,275
"824",33,3762,4,26,3,1,4,2,1,2,4,1,86
"830",21,241,4,28,4,2,4,1,1,4,7,1,143
"831",35,241,4,30,3,2,4,1,1,2,4,1,95
"835",21,3750,5,28,3,2,4,1,1,2,7,1,143
"846",79,3772,4,29,3,1,4,1,2,1,4,2,6
"857",91,233,4,28,4,1,4,5,1,7,7,1,6
"862",55,3667,3,28,2,1,4,5,2,7,7,2,275
"863",27,3780,2,25,2,2,4,5,2,7,7,2,34
"864",28,3780,1,26,3,2,4,5,2,7,2,2,37
"867",55,3781,5,28,3,2,4,5,2,1,2,2,275
"879",21,3726,3,28,4,1,4,5,2,7,3,1,143
"881",61,159,4,28,3,1,4,5,2,2,7,1,83
"883",21,3788,5,28,3,1,4,5,2,2,7,2,143
"887",50,3726,3,26,2,2,4,1,2,4,7,2,102
"888",27,3576,3,25,3,2,4,1,1,7,7,1,34
"893",50,3793,5,26,3,2,4,1,3,1,2,1,102
"925",50,3806,4,26,4,2,4,5,2,7,4,3,102
"932",50,3809,1,26,4,2,4,5,1,6,5,2,102
"938",75,3814,5,63,3,2,4,5,1,7,5,1,64
"951",26,3770,1,28,3,1,4,2,4,7,7,2,101
"964",21,3827,4,28,4,2,4,5,2,2,1,1,143
"970",55,1889,5,28,2,3,4,5,1,6,4,2,275
"971",55,3832,3,28,3,3,4,5,1,7,6,2,275
"976",55,3835,3,28,1,3,4,5,1,7,7,2,275
"980",55,3836,4,28,1,3,4,5,1,4,6,2,275
"983",28,3838,4,26,3,2,4,1,1,2,2,3,37
"989",55,3842,4,28,2,3,4,5,2,7,4,2,275
"995",55,3845,2,28,1,3,4,1,1,5,7,2,275
"999",60,3716,4,28,4,1,4,1,2,1,1,1,26
"1010",25,3853,3,27,2,2,4,1,1,2,2,1,94
"1013",55,3687,3,28,1,3,4,5,2,7,7,2,275
"1018",48,18,2,28,3,1,4,1,1,7,7,2,60
"1030",35,3858,4,30,2,1,4,2,1,4,3,1,95
"1050",50,3854,3,26,3,1,4,2,2,4,4,2,102
"1055",48,3866,3,28,3,1,4,1,1,7,2,1,60
"1062",48,3677,4,28,3,1,4,2,1,2,7,1,60
"1071",33,3825,5,26,3,2,4,5,2,2,1,1,86
"1084",55,2509,5,28,2,1,4,1,1,4,4,2,275
"1085",55,3874,4,28,3,1,4,5,2,4,3,2,275
"1088",24,3876,4,26,2,2,1,1,1,2,2,2,25
"1090",35,3878,4,30,3,1,1,1,1,2,2,2,95
"1102",27,3886,5,25,4,1,1,1,2,2,2,1,34
"1104",26,3888,5,28,4,2,1,1,2,7,4,2,101
"1108",48,3891,5,28,4,1,1,1,1,2,7,2,60
"1114",25,3724,5,27,3,1,4,1,2,1,2,1,94
"1116",54,102,4,27,2,2,1,1,2,1,6,1,32
"1117",55,3748,4,28,2,1,1,5,2,4,7,2,275
"1120",28,3896,2,26,3,2,1,5,2,7,7,1,37
"1130",26,3901,4,28,3,1,1,2,2,1,7,2,101
"1131",55,1938,5,28,2,1,1,2,2,7,2,2,275
"1135",48,3783,5,28,4,1,1,1,1,7,7,1,60
"1136",27,3905,5,25,3,1,1,1,3,2,2,1,34
"1138",28,3905,5,26,3,1,1,1,2,2,2,1,37
"1142",21,3844,4,28,2,2,1,1,3,2,2,1,143
"1166",89,3750,4,28,3,2,1,1,3,4,3,2,16
"1170",61,1953,4,28,3,2,1,1,2,7,7,1,83
"1172",127,3922,5,31,3,2,1,1,5,1,2,1,31
"1176",157,216,5,27,3,1,1,1,2,2,2,2,34
"1178",125,3703,5,23,4,1,1,5,1,2,2,1,65
"1179",125,1953,2,23,4,2,1,1,2,6,6,3,65
"1180",33,2994,5,26,1,2,1,1,2,2,2,2,86
"1190",15,3923,4,30,3,1,1,1,2,2,2,1,168
"1197",48,3831,5,28,4,1,1,1,1,2,4,1,60
"1209",31,3936,5,30,3,3,1,2,2,2,4,2,154
"1210",31,3937,4,30,2,3,1,1,2,2,4,1,154
"1213",28,3939,2,26,3,3,1,5,2,7,7,1,37
"1226",35,3806,4,30,3,2,1,5,1,2,2,1,95
"1231",31,3949,5,30,1,2,1,1,1,2,2,1,154
"1238",26,159,4,28,3,1,1,1,1,7,7,2,101
"1240",157,3953,3,27,3,2,1,5,1,1,7,1,34
"1249",61,3957,4,28,4,2,1,1,1,1,7,1,83
"1252",25,3748,2,27,2,2,1,1,1,1,5,1,94
"1259",15,192,4,30,3,2,1,2,2,2,2,1,168
"1270",15,3966,4,30,4,1,1,1,2,2,2,1,168
"1279",15,3971,5,30,2,1,1,1,2,2,2,1,168
"1282",60,3972,4,28,2,1,1,1,2,2,2,1,26
"1287",26,8,5,28,4,2,1,1,2,7,7,2,101
"1312",75,3984,5,63,3,2,1,1,1,2,4,1,64
"1313",75,2978,5,63,3,2,1,1,1,1,5,1,64
"1315",75,3752,3,63,3,2,1,1,1,7,7,1,64
"1316",75,3986,4,63,1,2,1,5,1,2,7,1,64
"1318",75,3177,5,63,2,1,1,5,1,2,3,1,64
"1320",75,3988,4,63,3,2,1,1,1,2,2,1,64
"1332",35,3996,4,30,3,1,1,1,1,2,2,2,95
"1342",61,3998,4,28,3,3,1,5,2,2,2,1,83
"1349",61,3617,3,28,3,3,2,1,7,2,7,2,83
"1352",55,3787,4,28,2,1,2,1,1,4,4,2,275
"1357",60,4008,3,28,2,1,2,1,1,2,1,1,26
"1366",55,4012,4,28,2,2,2,5,1,2,2,2,275
"1367",55,230,3,28,4,2,2,1,1,4,7,2,275
"1368",31,4013,1,30,2,2,2,1,1,6,6,2,154
"1369",55,4014,3,28,4,2,2,1,2,7,5,2,275
"1370",61,131,4,28,4,3,2,5,1,7,7,1,83
"1377",15,3883,4,30,3,2,2,1,2,2,2,1,168
"1381",50,4018,4,26,2,2,2,1,1,4,7,1,102
"1387",15,4021,3,30,2,1,2,5,2,7,7,2,168
"1389",43,4023,5,25,3,1,2,1,3,2,2,2,28
"1390",43,4024,5,25,3,2,2,2,1,4,7,1,28
"1391",35,4025,5,30,3,1,2,1,1,2,2,1,95
"1394",15,4028,3,30,3,3,1,1,2,7,7,2,168
"1396",24,4030,5,26,4,2,2,1,2,2,1,1,25
"1408",21,4038,3,28,3,1,2,1,2,7,4,1,143
"1418",33,4043,4,26,3,3,2,1,2,7,2,1,86
"1419",33,4032,4,26,3,1,2,1,2,7,4,1,86
"1422",21,4042,2,28,4,1,2,1,2,7,7,1,143
"1423",31,4046,4,30,3,2,2,1,1,2,2,1,154
"1436",31,2540,4,30,4,2,2,3,1,2,2,1,154
"1439",26,3980,5,28,3,1,2,1,2,7,7,2,101
"1445",35,4054,5,30,4,3,2,5,1,2,2,2,95
"1450",31,4057,3,30,3,2,2,2,1,2,2,1,154
"1454",31,4059,4,30,1,2,2,1,1,7,6,1,154
"1463",31,4063,4,30,3,2,2,1,1,2,2,1,154
"1465",31,40,4,30,3,2,2,1,1,2,2,1,154
"1470",61,4066,4,28,3,1,2,1,2,2,2,1,83
"1476",31,4068,5,30,3,2,3,1,1,4,4,1,154
"1478",60,4070,5,28,3,1,3,1,3,2,2,1,26
"1485",35,3664,5,30,2,1,2,1,1,2,2,1,95
"1486",125,3713,5,23,4,1,3,1,2,2,4,1,65
"1497",21,1983,5,28,4,1,3,1,1,2,2,1,143
"1504",26,4082,1,28,3,1,3,5,2,7,7,1,101
"1509",61,3950,3,28,3,2,3,5,2,7,7,1,83
"1512",15,4086,3,30,3,1,2,1,2,7,7,2,168
"1515",26,4032,3,28,3,2,3,5,2,7,7,2,101
"1528",33,4098,2,26,3,3,3,1,2,7,2,1,86
"1533",31,4095,5,30,3,2,3,2,1,2,2,1,154
"1542",48,4100,3,28,3,1,3,1,3,1,7,1,60
"1544",15,2679,4,30,2,1,3,5,2,7,7,2,168
"1548",26,3922,5,28,3,1,3,5,2,1,7,1,101
"1549",26,2677,5,28,2,2,3,2,1,7,7,2,101
"1559",31,193,3,30,2,2,3,1,1,7,2,1,154
"1564",15,4065,3,30,3,1,3,1,1,7,7,2,168
"1570",55,99,3,28,3,2,3,5,1,7,7,2,275
"1572",75,4102,4,63,1,2,3,5,1,2,7,1,64
"1573",75,4109,4,63,3,1,3,5,1,2,5,2,64
"1577",75,3242,4,63,2,2,3,1,1,2,2,1,64
"1588",191,4118,5,20,3,1,3,5,5,2,7,1,8
"1589",191,69,4,20,3,3,2,5,2,1,7,2,8
"1590",191,4119,5,20,3,1,3,1,3,4,1,1,8
"1602",188,4086,2,20,3,1,2,1,3,7,7,2,6
"1603",190,244,4,28,3,2,3,3,2,7,7,2,13
"1604",190,212,4,28,3,2,4,5,3,2,2,1,13
"1609",193,4121,5,22,3,1,3,1,1,2,2,2,66
"1613",193,3780,3,22,2,1,3,1,1,7,7,2,66
"1615",193,249,5,22,3,1,3,1,1,7,7,2,66
"1616",193,250,5,22,3,1,3,1,1,7,7,2,66
"1622",193,4123,1,22,3,1,3,1,2,7,7,2,66
"1625",193,3649,4,22,3,1,3,1,2,7,7,2,66
"1627",193,4066,3,22,3,2,3,1,2,7,7,2,66
"1628",26,2460,4,28,2,2,3,5,1,7,7,2,101
"1631",193,244,5,22,3,2,3,1,1,7,7,2,66
"1637",26,4033,4,28,3,1,3,5,2,7,7,3,101
"1638",15,4070,4,30,2,2,3,1,2,2,2,1,168
"1644",55,4132,3,28,3,2,3,2,2,7,4,2,275
"1645",193,115,5,22,3,1,3,5,2,7,7,2,66
"1650",196,3689,5,28,3,1,4,5,6,2,4,1,9
"1661",193,4137,4,22,4,2,3,5,2,7,7,3,66
"1673",24,4143,4,26,3,1,3,1,1,7,7,1,25
"1676",26,4144,4,28,3,1,3,5,2,7,7,2,101
"1677",15,4036,1,30,3,1,3,5,2,7,7,2,168
"1681",193,4145,4,22,4,2,3,1,1,7,7,2,66
"1683",202,4032,4,28,3,2,3,5,1,2,5,3,26
"1687",15,4138,3,30,3,1,3,5,2,7,7,2,168
"1689",157,4149,5,27,3,1,3,5,1,2,4,2,34
"1701",31,4154,3,30,3,2,3,5,1,7,7,1,154
"1711",202,4157,2,28,4,1,3,2,3,2,1,3,26
"1717",31,4070,5,30,2,2,3,1,1,2,2,3,154
"1720",61,4006,3,28,3,1,4,5,2,2,7,2,83
"1724",61,3642,4,28,4,3,4,5,1,7,7,2,83
"1731",31,4169,4,30,2,2,4,2,1,2,2,3,154
"1747",55,3926,3,28,4,2,4,5,1,2,7,2,275
"1748",125,4174,5,23,3,1,4,5,2,2,1,1,65
"1757",31,4179,3,30,3,2,4,1,1,6,5,3,154
"1776",193,4186,5,22,4,2,4,1,2,7,7,2,66
"1779",193,3525,5,22,4,1,4,1,2,7,7,2,66
"1794",15,3925,3,30,3,1,4,1,2,7,7,1,168
"1798",15,3455,4,30,3,1,4,2,2,2,2,1,168
"1812",243,4092,3,28,4,1,4,5,1,7,2,1,5
"1815",243,4188,5,28,2,1,4,1,6,2,2,1,5
"1823",241,225,2,20,3,2,3,3,2,7,7,2,20
"1844",241,4213,5,20,4,2,4,4,2,2,7,2,20
"1848",202,4216,5,28,3,1,4,1,1,2,4,1,26
"1854",157,4006,5,27,3,1,4,1,7,2,2,1,34
"1856",202,51,5,28,3,3,4,5,3,2,5,1,26
"1874",55,4226,3,28,4,2,4,5,1,4,7,2,275
"1875",55,4227,2,28,3,2,4,1,1,7,7,2,275
"1898",157,4103,2,27,3,1,4,5,2,7,7,1,34
"1899",15,4237,4,30,2,2,4,4,2,2,2,1,168
"1901",50,2036,4,26,3,2,4,4,2,7,2,2,102
"1903",15,4007,4,30,3,2,4,4,2,2,2,1,168
"1916",55,4246,4,28,2,2,4,4,1,2,7,2,275
"1921",241,231,3,20,1,1,4,1,1,7,7,2,20
"1927",48,4003,5,28,3,2,4,1,1,2,7,1,60
"1933",127,4090,4,31,4,2,4,2,1,7,7,2,31
"1940",31,4052,3,30,3,1,4,1,1,7,1,3,154
"1951",31,4244,4,30,3,2,4,1,1,2,2,2,154
"1954",31,3731,4,30,3,1,4,1,1,2,2,1,154
"1955",15,3098,5,30,3,2,4,4,2,2,7,2,168
"1962",31,4263,3,30,3,1,4,1,1,2,2,2,154
"1970",50,4267,4,26,3,1,4,5,2,4,4,2,102
"1972",31,4268,4,30,3,1,4,1,1,2,2,1,154
"1973",55,4258,3,28,4,2,4,1,1,7,4,2,275
"1975",55,4253,2,28,2,2,4,5,1,7,7,2,275
"1993",15,4281,1,30,2,2,4,1,2,7,7,2,168
"1998",15,4272,5,30,2,2,4,5,2,2,2,1,168
"2004",31,4285,4,30,3,1,1,1,1,2,2,1,154
"2013",253,3601,5,19,3,2,3,3,3,1,2,1,26
"2022",253,47,5,19,3,2,3,3,7,4,4,1,26
"2024",253,4169,5,19,3,2,3,3,7,2,2,1,26
"2025",253,3611,4,19,3,2,3,3,1,2,7,1,26
"2033",253,4292,5,19,3,2,3,3,2,2,2,1,26
"2037",253,4293,5,19,3,2,3,3,2,2,2,1,26
"2041",31,194,2,30,2,2,1,1,1,7,7,3,154
"2046",33,4284,2,26,3,2,1,1,1,7,7,2,86
"2047",193,4296,5,22,4,1,1,2,2,7,7,2,66
"2049",33,4297,4,26,3,1,1,1,2,2,2,3,86
"2059",15,4302,5,30,3,2,1,1,1,7,7,2,168
"2073",55,4305,3,28,4,2,1,1,2,7,4,2,275
"2076",125,4188,5,23,4,2,1,5,2,1,2,1,65
"2087",125,4033,5,23,4,2,1,5,1,1,1,2,65
"2089",15,3950,5,30,3,2,1,2,2,2,2,1,168
"2090",15,172,5,30,3,2,4,1,2,2,2,1,168
"2091",15,150,5,30,3,1,3,1,2,7,7,2,168
"2092",15,3954,5,30,3,2,3,3,2,4,4,2,168
"2093",15,223,5,30,3,2,3,3,2,4,4,2,168
"2095",21,3968,4,28,3,2,3,3,2,4,4,2,143
"2104",257,3589,4,18,3,3,4,3,6,2,2,1,6
"2107",257,3098,4,18,2,2,3,5,5,2,2,2,6
"2109",257,2450,4,18,3,3,3,5,1,2,2,2,6
"2118",15,2628,4,30,3,2,3,3,2,4,4,2,168
"2121",15,2592,5,30,3,2,3,3,2,4,4,2,168
"2122",31,4318,2,30,3,1,1,2,1,7,7,2,154
"2134",15,4100,4,30,3,1,1,5,2,7,7,2,168
"2135",59,3592,5,27,2,1,1,2,1,7,1,1,17
"2137",193,223,4,22,3,2,3,3,2,4,4,2,66
"2138",193,3560,3,22,3,2,3,3,2,4,4,2,66
"2140",193,3547,4,22,3,2,3,3,2,4,4,2,66
"2141",193,3504,3,22,3,2,3,3,2,4,4,2,66
"2146",193,3617,1,22,3,2,3,3,2,4,4,2,66
"2149",55,4322,3,28,4,2,1,1,1,7,4,2,275
"2153",264,3870,5,20,3,2,1,3,7,1,1,3,19
"2159",264,3920,5,20,4,1,1,3,1,4,4,1,19
"2164",264,2690,5,20,2,1,1,1,1,2,1,2,19
"2165",264,3005,5,20,2,2,1,1,1,1,1,2,19
"2168",264,47,4,20,2,1,2,1,1,4,4,2,19
"2174",15,4324,3,30,3,2,2,1,2,7,7,2,168
"2176",15,4325,5,30,2,1,1,2,2,7,7,2,168
"2179",15,3650,1,30,2,2,1,1,2,6,1,2,168
"2181",61,4328,2,28,3,1,1,2,7,7,7,1,83
"2183",15,3635,4,30,3,2,3,3,2,4,4,2,168
"2184",15,141,4,30,3,2,3,3,2,4,4,2,168
"2188",15,218,5,30,3,2,3,3,2,4,4,2,168
"2191",245,3737,5,32,3,2,3,3,2,7,7,2,6
"2195",59,4330,2,27,3,1,1,2,1,7,7,2,17
"2198",15,4331,4,30,3,2,1,5,2,7,7,2,168
"2206",125,33,5,23,4,2,1,1,1,2,2,1,65
"2217",75,4314,5,63,3,1,1,1,1,2,2,1,64
"2222",75,4343,4,63,2,2,1,1,1,2,3,1,64
"2225",75,4345,5,63,3,2,1,1,1,2,1,1,64
"2226",75,4346,4,63,2,1,1,1,1,2,1,1,64
"2229",15,3856,3,30,3,2,3,3,2,4,4,2,168
"2237",15,4352,4,30,3,1,2,1,1,7,7,2,168
"2250",15,4319,5,30,2,2,2,1,2,7,7,1,168
"2261",50,4366,4,26,3,2,2,2,1,1,1,3,102
"2277",50,3842,3,26,4,1,2,5,1,7,7,2,102
"2278",125,4375,5,23,4,1,2,1,1,2,2,1,65
"2288",55,4374,4,28,3,2,2,1,2,5,7,2,275
